Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,near_ISU,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,floors,bathrooms
1177,533236070,160,5,24.0,2645,2,2,0,3,4,2,8,8,1,6,8,5,1999,2000,5,4,13,13,2,456.0,4,3,5,4,3,4,6,813.0,5,0.0,147.0,960.0,4,5,1,4,962,645,0,1607,1.0,0.0,2,1,3,1,4,7,7,0,0,5,2000.0,3,2.0,480.0,3,3,2,169,0,0,0,0,0,0,4,4,0,12,2008,5,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4.0
1480,907418040,20,7,74.0,9627,2,0,0,3,4,2,8,8,4,7,7,5,2007,2007,5,4,14,14,3,0.0,4,3,5,4,3,3,6,24.0,5,0.0,1327.0,1351.0,4,5,1,4,1361,0,0,1361,0.0,0.0,2,0,3,1,4,6,7,0,0,6,2007.0,2,2.0,610.0,3,3,2,0,50,0,0,0,0,0,4,4,0,6,2008,8,193000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
324,923202105,20,7,93.0,10114,2,0,0,3,4,2,8,8,4,7,5,5,2004,2005,5,4,14,14,3,0.0,3,3,5,5,3,3,5,0.0,5,0.0,1430.0,1430.0,4,5,1,4,1430,0,0,1430,0.0,0.0,2,0,3,1,4,7,7,0,0,6,2004.0,2,2.0,624.0,3,3,2,0,0,0,0,0,0,0,4,4,0,3,2010,8,173500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
1311,902301140,70,6,34.0,4571,2,1,0,3,4,2,8,8,4,6,5,5,1916,1950,5,4,6,6,3,0.0,3,3,3,3,3,4,5,0.0,5,0.0,624.0,624.0,4,2,0,4,624,720,0,1344,0.0,0.0,1,0,4,1,3,7,7,0,0,5,1916.0,3,3.0,513.0,2,2,2,0,0,96,0,0,0,0,4,4,0,5,2008,6,98000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1.0
770,905101490,20,7,80.0,8816,2,0,0,3,3,2,7,8,4,7,5,6,1963,1963,5,4,14,14,3,0.0,3,3,5,3,3,4,2,651.0,5,0.0,470.0,1121.0,4,3,1,4,1121,0,0,1121,1.0,0.0,1,0,3,1,3,5,7,0,0,5,1963.0,3,2.0,480.0,3,3,2,0,80,0,0,0,0,0,3,4,0,6,2009,8,139000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0
2063,905107140,20,7,71.0,8197,2,0,0,3,4,2,8,8,4,7,6,5,1977,1977,5,4,10,10,2,148.0,3,3,4,3,3,4,5,0.0,5,0.0,660.0,660.0,4,5,1,4,1285,0,0,1285,0.0,0.0,1,1,3,1,3,7,7,1,3,6,1977.0,2,2.0,528.0,3,3,2,138,0,0,0,0,0,0,3,4,0,4,2007,8,143500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0
69,528458070,60,5,72.0,8640,2,0,0,3,4,2,8,8,4,6,7,5,2009,2009,5,4,14,14,3,0.0,3,3,5,4,3,1,6,24.0,5,0.0,732.0,756.0,4,5,1,4,764,783,0,1547,0.0,0.0,2,1,3,1,4,7,7,0,0,6,2009.0,3,2.0,614.0,3,3,2,169,45,0,0,0,0,0,4,4,0,6,2010,0,215200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3.0
2062,905106150,20,7,109.0,8724,2,0,0,3,4,2,8,8,4,7,5,5,1968,1968,5,4,14,14,3,0.0,3,3,4,4,3,4,3,492.0,5,0.0,402.0,894.0,4,4,1,4,894,0,0,894,0.0,0.0,1,0,3,1,3,5,7,1,1,6,1968.0,1,2.0,450.0,3,3,2,0,0,0,0,0,0,0,4,4,0,5,2007,8,129000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0
351,527131030,120,7,40.0,5664,2,0,1,3,4,2,8,8,3,7,8,5,2000,2000,5,4,9,9,3,0.0,4,3,5,4,3,4,6,1158.0,5,0.0,343.0,1501.0,4,5,1,4,1659,0,0,1659,1.0,0.0,2,0,2,1,5,5,7,1,5,6,2000.0,1,2.0,499.0,3,3,2,212,59,0,0,0,0,0,4,4,0,10,2009,8,278000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.0
2393,528142010,60,7,103.0,12867,2,0,1,3,3,2,8,8,4,6,8,5,2005,2006,5,4,9,9,3,0.0,4,3,5,5,3,3,5,0.0,5,0.0,1209.0,1209.0,4,5,1,4,1209,1044,0,2253,0.0,0.0,2,1,3,1,5,8,7,1,4,6,2005.0,1,2.0,575.0,3,3,2,243,142,0,0,0,0,0,4,4,0,7,2006,7,344133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3.0
12,527165230,20,7,69.05520046484602,7980,2,0,1,3,4,2,8,8,4,7,6,7,1992,2007,5,4,12,12,3,0.0,3,4,5,4,3,4,4,935.0,5,0.0,233.0,1168.0,4,5,1,4,1187,0,0,1187,1.0,0.0,2,0,3,1,3,6,7,0,0,6,1992.0,1,2.0,420.0,3,3,2,483,21,0,0,0,0,0,2,3,500,3,2010,8,185000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
2339,527250040,190,7,100.0,34650,2,0,0,1,4,2,8,8,0,7,5,5,1955,1955,4,4,11,11,3,0.0,3,3,4,3,3,1,2,1056.0,5,0.0,0.0,1056.0,4,3,0,4,1056,0,0,1056,1.0,0.0,1,0,3,1,3,5,7,0,0,6,1955.0,1,2.0,572.0,3,3,2,264,0,0,0,0,0,0,4,4,0,1,2006,8,145000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
624,535104120,20,7,92.0,10573,2,0,1,3,3,2,8,8,4,7,6,6,1961,1961,4,4,13,13,2,3.0,3,3,4,3,3,4,2,1312.0,5,0.0,141.0,1453.0,4,5,1,4,1453,0,0,1453,1.0,0.0,2,0,3,1,3,6,7,1,3,6,1961.0,2,2.0,530.0,3,3,2,0,49,0,0,288,0,0,2,4,0,4,2009,8,187500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
86,532376160,20,7,65.0,8450,2,0,0,3,4,2,3,8,4,7,5,8,1965,2009,5,4,13,13,3,0.0,3,4,4,3,3,4,6,553.0,3,117.0,224.0,894.0,4,5,1,4,894,0,0,894,1.0,0.0,1,0,3,1,3,5,7,1,4,5,1973.0,3,1.0,336.0,3,3,2,416,144,0,0,0,0,0,3,4,0,4,2010,8,138500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0
1534,909277040,50,7,69.05520046484602,11700,2,1,1,2,4,1,8,8,4,5,5,6,1937,1995,5,4,7,7,3,0.0,3,3,4,3,3,4,3,606.0,5,0.0,336.0,942.0,4,5,1,4,1265,673,0,1938,0.0,0.0,2,0,4,1,4,7,5,1,4,5,1937.0,3,1.0,240.0,3,3,2,0,40,0,0,0,0,0,4,4,0,7,2008,8,198000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0
2243,911103060,190,4,75.0,8250,2,0,0,3,4,2,7,8,0,6,5,6,1895,2006,5,4,14,14,3,0.0,3,4,4,3,3,4,5,0.0,5,0.0,957.0,957.0,4,2,0,4,1034,957,0,1991,0.0,0.0,2,0,4,2,3,9,7,0,0,3,1895.0,0,0.0,0.0,0,0,1,0,0,133,0,0,0,0,4,4,0,6,2007,8,119600,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0
1957,535450190,50,7,60.0,8064,2,0,0,3,3,2,6,8,4,5,5,7,1949,2006,5,4,13,13,3,0.0,3,4,4,3,3,1,5,0.0,5,0.0,672.0,672.0,4,5,1,4,672,252,0,924,0.0,0.0,1,0,3,1,3,6,7,1,1,5,2003.0,3,2.0,576.0,3,3,2,0,0,0,0,0,0,0,3,3,2000,7,2007,8,122900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0
380,527355150,20,7,80.0,9600,2,0,0,3,4,2,4,8,4,7,8,5,1981,1981,4,1,8,8,3,0.0,4,3,5,4,3,4,4,1104.0,5,0.0,1420.0,2524.0,4,3,1,4,2524,0,0,2524,1.0,0.0,2,1,4,1,4,9,7,1,4,6,1981.0,1,2.0,542.0,3,3,2,474,120,0,0,0,0,0,3,4,0,7,2009,8,278000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.0
2860,909276010,70,7,69.05520046484602,11435,2,0,1,2,3,1,8,8,4,6,8,7,1929,1950,5,4,8,5,3,0.0,3,3,5,4,3,4,5,0.0,5,0.0,792.0,792.0,4,2,1,4,792,725,0,1517,0.0,0.0,1,0,3,1,4,7,7,2,4,5,1931.0,3,2.0,400.0,3,3,2,0,0,0,0,0,0,0,4,4,0,6,2006,8,230000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0
2517,533250130,120,7,30.0,9549,2,0,1,3,2,2,8,8,3,7,8,5,1995,1996,4,4,8,8,3,0.0,4,4,5,4,4,3,1,437.0,6,1057.0,0.0,1494.0,4,5,1,4,1494,0,0,1494,1.0,0.0,1,1,2,1,5,6,7,1,4,6,1995.0,1,2.0,481.0,3,3,2,0,30,0,0,216,0,0,4,4,0,4,2006,8,270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.0
1933,535302070,20,7,60.0,10950,2,0,0,3,4,2,8,8,4,7,6,6,1952,1952,4,4,11,11,3,0.0,3,3,4,3,3,4,4,441.0,5,0.0,507.0,948.0,4,3,1,4,948,0,0,948,0.0,0.0,1,0,2,1,3,5,7,0,0,5,1952.0,3,2.0,410.0,3,3,1,0,48,0,0,0,0,0,4,4,0,4,2007,8,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
820,906340110,20,7,79.0,10637,2,0,0,3,4,2,8,8,4,7,8,5,2007,2008,4,4,14,14,1,336.0,4,3,5,5,3,2,6,1288.0,5,0.0,417.0,1705.0,4,5,1,4,1718,0,0,1718,1.0,0.0,2,0,3,1,4,7,7,1,4,6,2007.0,2,3.0,826.0,3,3,2,208,44,0,0,0,0,0,4,4,0,9,2009,8,297000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
675,535426150,20,7,80.0,9000,2,0,1,2,4,1,8,8,4,7,6,6,1958,1958,3,3,11,11,2,82.0,3,3,4,4,3,2,5,0.0,5,0.0,160.0,160.0,4,2,1,4,1142,0,0,1142,0.0,0.0,1,0,2,1,3,5,7,1,4,2,1958.0,2,1.0,384.0,3,3,2,0,28,64,0,0,0,0,4,4,0,4,2009,8,113500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
2910,923225240,160,6,41.0,2665,2,0,0,3,4,2,8,8,3,6,5,6,1977,1977,5,4,9,9,3,0.0,3,3,5,3,3,4,4,548.0,2,173.0,36.0,757.0,4,5,1,4,925,550,0,1475,0.0,0.0,2,0,4,1,3,6,7,1,3,6,1977.0,2,1.0,336.0,3,3,2,104,26,0,0,0,0,0,4,4,0,7,2006,8,127000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0
21,527358140,20,7,105.0,11751,2,0,1,3,4,2,8,8,4,7,6,6,1977,1977,4,4,10,10,2,480.0,3,3,4,4,3,4,3,705.0,5,0.0,1139.0,1844.0,4,5,1,4,1844,0,0,1844,0.0,0.0,2,0,3,1,3,7,7,1,3,6,1977.0,2,2.0,546.0,3,3,2,0,122,0,0,0,0,0,3,4,0,1,2010,6,190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.0
1873,534177210,20,7,80.0,9600,2,0,0,3,4,2,8,8,4,7,7,6,1973,1973,4,4,12,12,2,320.0,3,3,4,3,3,4,4,916.0,5,0.0,326.0,1242.0,4,2,1,4,1242,0,0,1242,0.0,0.0,1,1,3,1,3,6,7,1,3,6,1973.0,3,2.0,528.0,3,3,2,0,0,0,0,0,0,0,4,4,0,9,2007,8,175500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.0
2125,907135050,20,7,60.0,8428,2,0,2,3,4,2,8,8,4,7,5,7,1994,1994,5,4,14,14,3,0.0,3,4,5,4,4,4,6,420.0,5,0.0,570.0,990.0,4,5,1,4,990,0,0,990,1.0,0.0,1,0,3,1,3,5,7,0,0,5,1995.0,3,1.0,384.0,3,3,2,256,0,0,0,0,0,0,4,4,0,7,2007,8,146000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
1489,908102260,20,7,75.0,9937,2,0,0,3,4,2,8,8,4,7,5,6,1965,1965,5,4,12,12,3,0.0,4,3,4,3,3,4,3,830.0,1,290.0,136.0,1256.0,4,4,1,4,1256,0,0,1256,1.0,0.0,1,1,3,1,3,6,7,0,0,6,1965.0,1,1.0,276.0,3,3,2,736,68,0,0,0,0,0,4,4,0,6,2008,8,147500,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
2383,528110050,20,7,107.0,13891,2,0,0,3,4,2,8,8,4,7,10,5,2006,2006,5,4,14,14,3,0.0,5,3,5,5,4,2,6,1386.0,5,0.0,690.0,2076.0,4,5,1,4,2076,0,0,2076,1.0,0.0,2,1,2,1,5,7,7,1,4,6,2006.0,1,3.0,850.0,3,3,2,216,229,0,0,0,0,0,4,4,0,9,2006,7,465000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.0
983,923275040,85,7,69.05520046484602,9101,2,0,1,3,3,2,8,8,4,3,5,6,1978,1978,5,4,10,10,2,104.0,3,4,5,4,3,3,6,1097.0,5,0.0,0.0,1097.0,4,5,1,4,1110,0,0,1110,1.0,0.0,1,0,1,1,4,4,7,1,3,6,1978.0,1,2.0,602.0,3,3,2,303,30,0,0,0,0,0,4,4,0,7,2009,8,165500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
1325,902406090,50,6,81.0,12150,2,1,0,3,4,2,8,8,4,5,5,5,1954,1954,5,4,13,13,2,335.0,3,3,3,3,3,4,5,0.0,5,0.0,1050.0,1050.0,4,5,0,2,1050,745,0,1795,0.0,0.0,2,0,4,1,3,7,7,0,0,6,1954.0,3,1.0,352.0,2,3,2,0,0,0,0,0,0,0,4,4,0,11,2008,8,131500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2.0
1378,905102170,20,7,70.0,11200,2,0,0,3,4,2,8,8,4,7,5,5,1965,1965,4,4,12,12,3,0.0,3,3,4,3,3,4,2,906.0,5,0.0,134.0,1040.0,4,5,1,4,1040,0,0,1040,1.0,0.0,1,0,3,1,3,5,7,0,0,5,1965.0,3,1.0,384.0,3,3,2,0,0,0,0,0,0,0,4,4,0,2,2008,8,129500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0
1537,909281110,70,7,100.0,9670,2,0,1,2,4,1,8,8,4,6,8,6,1935,1950,5,4,8,5,1,40.0,3,3,5,3,2,4,1,210.0,5,0.0,398.0,608.0,4,3,1,4,983,890,0,1873,0.0,0.0,1,1,4,1,3,9,7,2,4,5,1935.0,1,2.0,786.0,2,3,2,0,0,207,0,0,0,0,4,4,0,6,2008,8,257076,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0
905,909101140,50,7,60.0,10998,2,1,0,3,4,2,8,8,4,5,5,5,1941,1960,5,4,11,11,3,0.0,3,3,4,3,3,4,1,408.0,3,420.0,156.0,984.0,4,5,1,4,984,620,0,1604,0.0,0.0,2,0,3,1,3,6,5,0,0,5,1977.0,3,2.0,660.0,3,3,2,0,68,0,0,0,0,0,4,4,0,7,2009,8,117000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0
